326,Intro to Databases,"SQL basics, joins, indexing, and simple DB design",Databases,Beginner
327,DevOps Essentials,"CI/CD basics, Docker introduction, and deployment workflows",DevOps,Intermediate
328,Frontend Frameworks,"React.js fundamentals, components, and state management",Web,Intermediate
329,Algorithms and Data Structures,"Core algorithms and data structures for competitive programming",CS,Intermediate
330,Software Engineering Principles,"Design patterns, testing, and system design fundamentals",CS,Advanced
331,Cloud Computing Fundamentals,"Introduction to AWS, Azure, cloud deployment models, and services",Cloud,Beginner
332,Advanced Java,"Multithreading, concurrency, JVM internals, and performance tuning",Programming,Advanced
333,Mobile App Development,"Android and iOS app development, UI/UX, and deployment",Mobile,Intermediate
334,Big Data Analytics,"Hadoop, Spark, distributed data processing, and analytics",Data,Advanced
335,Cybersecurity Basics,"Network security, encryption, firewalls, and threat detection",Security,Beginner
336,Blockchain Essentials,"Distributed ledgers, smart contracts, and blockchain applications",Blockchain,Intermediate
337,Natural Language Processing,"Text mining, sentiment analysis, and NLP with Python",AI,Advanced
338,UI/UX Design Principles,"User interface and experience design, wireframing, prototyping",Design,Beginner
339,Agile Project Management,"Scrum, Kanban, agile methodologies, and project delivery",Management,Intermediate
340,Quantum Computing Intro,"Qubits, quantum gates, and basics of quantum algorithms",Quantum,Advanced
341,Intro to Python,"Learn Python basics: variables, loops, functions, data types",Programming,Beginner
342,Machine Learning Basics,"Supervised and unsupervised ML concepts, regression, classification",AI,Intermediate
343,Web Development,"HTML, CSS, JavaScript fundamentals and building static websites",Web,Beginner
344,Deep Learning,"Neural networks, CNNs, RNNs, and practical deep learning workflows",AI,Advanced
345,Data Analysis,"Data cleaning, visualization, and pandas for analysis",Data,Intermediate
346,Intro to Databases,"SQL basics, joins, indexing, and simple DB design",Databases,Beginner
347,DevOps Essentials,"CI/CD basics, Docker introduction, and deployment workflows",DevOps,Intermediate
348,Frontend Frameworks,"React.js fundamentals, components, and state management",Web,Intermediate
349,Algorithms and Data Structures,"Core algorithms and data structures for competitive programming",CS,Intermediate
350,Software Engineering Principles,"Design patterns, testing, and system design fundamentals",CS,Advanced
351,Cloud Computing Fundamentals,"Introduction to AWS, Azure, cloud deployment models, and services",Cloud,Beginner
352,Advanced Java,"Multithreading, concurrency, JVM internals, and performance tuning",Programming,Advanced
353,Mobile App Development,"Android and iOS app development, UI/UX, and deployment",Mobile,Intermediate
354,Big Data Analytics,"Hadoop, Spark, distributed data processing, and analytics",Data,Advanced
355,Cybersecurity Basics,"Network security, encryption, firewalls, and threat detection",Security,Beginner
356,Blockchain Essentials,"Distributed ledgers, smart contracts, and blockchain applications",Blockchain,Intermediate
357,Natural Language Processing,"Text mining, sentiment analysis, and NLP with Python",AI,Advanced
358,UI/UX Design Principles,"User interface and experience design, wireframing, prototyping",Design,Beginner
359,Agile Project Management,"Scrum, Kanban, agile methodologies, and project delivery",Management,Intermediate
360,Quantum Computing Intro,"Qubits, quantum gates, and basics of quantum algorithms",Quantum,Advanced
361,Intro to Python,"Learn Python basics: variables, loops, functions, data types",Programming,Beginner
362,Machine Learning Basics,"Supervised and unsupervised ML concepts, regression, classification",AI,Intermediate
363,Web Development,"HTML, CSS, JavaScript fundamentals and building static websites",Web,Beginner
364,Deep Learning,"Neural networks, CNNs, RNNs, and practical deep learning workflows",AI,Advanced
365,Data Analysis,"Data cleaning, visualization, and pandas for analysis",Data,Intermediate
366,Intro to Databases,"SQL basics, joins, indexing, and simple DB design",Databases,Beginner
367,DevOps Essentials,"CI/CD basics, Docker introduction, and deployment workflows",DevOps,Intermediate
368,Frontend Frameworks,"React.js fundamentals, components, and state management",Web,Intermediate
369,Algorithms and Data Structures,"Core algorithms and data structures for competitive programming",CS,Intermediate
370,Software Engineering Principles,"Design patterns, testing, and system design fundamentals",CS,Advanced
371,Cloud Computing Fundamentals,"Introduction to AWS, Azure, cloud deployment models, and services",Cloud,Beginner
372,Advanced Java,"Multithreading, concurrency, JVM internals, and performance tuning",Programming,Advanced
373,Mobile App Development,"Android and iOS app development, UI/UX, and deployment",Mobile,Intermediate
374,Big Data Analytics,"Hadoop, Spark, distributed data processing, and analytics",Data,Advanced
375,Cybersecurity Basics,"Network security, encryption, firewalls, and threat detection",Security,Beginner
376,Blockchain Essentials,"Distributed ledgers, smart contracts, and blockchain applications",Blockchain,Intermediate
377,Natural Language Processing,"Text mining, sentiment analysis, and NLP with Python",AI,Advanced
378,UI/UX Design Principles,"User interface and experience design, wireframing, prototyping",Design,Beginner
379,Agile Project Management,"Scrum, Kanban, agile methodologies, and project delivery",Management,Intermediate
380,Quantum Computing Intro,"Qubits, quantum gates, and basics of quantum algorithms",Quantum,Advanced
381,Intro to Python,"Learn Python basics: variables, loops, functions, data types",Programming,Beginner
382,Machine Learning Basics,"Supervised and unsupervised ML concepts, regression, classification",AI,Intermediate
383,Web Development,"HTML, CSS, JavaScript fundamentals and building static websites",Web,Beginner
384,Deep Learning,"Neural networks, CNNs, RNNs, and practical deep learning workflows",AI,Advanced
385,Data Analysis,"Data cleaning, visualization, and pandas for analysis",Data,Intermediate
386,Intro to Databases,"SQL basics, joins, indexing, and simple DB design",Databases,Beginner
387,DevOps Essentials,"CI/CD basics, Docker introduction, and deployment workflows",DevOps,Intermediate
388,Frontend Frameworks,"React.js fundamentals, components, and state management",Web,Intermediate
389,Algorithms and Data Structures,"Core algorithms and data structures for competitive programming",CS,Intermediate
390,Software Engineering Principles,"Design patterns, testing, and system design fundamentals",CS,Advanced
391,Cloud Computing Fundamentals,"Introduction to AWS, Azure, cloud deployment models, and services",Cloud,Beginner
392,Advanced Java,"Multithreading, concurrency, JVM internals, and performance tuning",Programming,Advanced
393,Mobile App Development,"Android and iOS app development, UI/UX, and deployment",Mobile,Intermediate
394,Big Data Analytics,"Hadoop, Spark, distributed data processing, and analytics",Data,Advanced
395,Cybersecurity Basics,"Network security, encryption, firewalls, and threat detection",Security,Beginner
396,Blockchain Essentials,"Distributed ledgers, smart contracts, and blockchain applications",Blockchain,Intermediate
397,Natural Language Processing,"Text mining, sentiment analysis, and NLP with Python",AI,Advanced
398,UI/UX Design Principles,"User interface and experience design, wireframing, prototyping",Design,Beginner
399,Agile Project Management,"Scrum, Kanban, agile methodologies, and project delivery",Management,Intermediate
400,Quantum Computing Intro,"Qubits, quantum gates, and basics of quantum algorithms",Quantum,Advanced
